Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K25,19953,0,83,94.96430054999558,28.923886999109527,421.7433579997305,0.0,22.18984888781154,0.0,83,110,120,130,170,200,230,250,350,420,420
,Aggregated,19953,0,83,94.96430054999558,28.923886999109527,421.7433579997305,0.0,22.18984888781154,0.0,83,110,120,130,170,200,230,250,350,420,420
