Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16841,0,5,4.794798012052409,3.0232869999053946,27.21977200008041,0.0,28.110457303462393,0.0,5,5,5,5,6,7,7,8,13,26,27
,Aggregated,16841,0,5,4.794798012052409,3.0232869999053946,27.21977200008041,0.0,28.110457303462393,0.0,5,5,5,5,6,7,7,8,13,26,27
