Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K50,8555,0,360.0,338.1619235295377,61.91799800217268,820.7009200013999,0.0,14.278571895216292,0.0,360,410,440,450,490,520,580,650,770,820,820
,Aggregated,8555,0,360.0,338.1619235295377,61.91799800217268,820.7009200013999,0.0,14.278571895216292,0.0,360,410,440,450,490,520,580,650,770,820,820
