Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K100,5109,225,840.0,808.6623937925528,114.592444999289,1580.627816998458,0.0,8.523727787922125,0.3753843711650965,840,880,910,920,960,990,1000,1100,1400,1600,1600
,Aggregated,5109,225,840.0,808.6623937925528,114.592444999289,1580.627816998458,0.0,8.523727787922125,0.3753843711650965,840,880,910,920,960,990,1000,1100,1400,1600,1600
