Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K25,6756,6756,510.0,535.8712567442202,500.99656700058404,4484.673931000543,0.0,11.277996830437015,11.277996830437015,510,510,510,510,510,540,1000,1000,4200,4500,4500
,Aggregated,6756,6756,510.0,535.8712567442202,500.99656700058404,4484.673931000543,0.0,11.277996830437015,11.277996830437015,510,510,510,510,510,540,1000,1000,4200,4500,4500
