Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,8413,2793,99,359.8424080558623,1.2825539997720625,1003.3406309994461,0.0,14.046382114718515,4.663205187972045,99,190,1000,1000,1000,1000,1000,1000,1000,1000,1000
,Aggregated,8413,2793,99,359.8424080558623,1.2825539997720625,1003.3406309994461,0.0,14.046382114718515,4.663205187972045,99,190,1000,1000,1000,1000,1000,1000,1000,1000,1000
