Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K25,16028,0,17,21.12435526828415,7.3066260001724,960.2601799997501,0.0,26.73818086956186,0.0,17,19,21,22,27,32,46,67,620,940,960
,Aggregated,16028,0,17,21.12435526828415,7.3066260001724,960.2601799997501,0.0,26.73818086956186,0.0,17,19,21,22,27,32,46,67,620,940,960
