Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K100,5071,289,840.0,814.5789858284244,116.07677199936006,1412.482822000129,0.0,8.465197612409664,0.48243780516395046,840,880,910,930,970,1000,1000,1100,1300,1400,1400
,Aggregated,5071,289,840.0,814.5789858284244,116.07677199936006,1412.482822000129,0.0,8.465197612409664,0.48243780516395046,840,880,910,930,970,1000,1000,1100,1300,1400,1400
