Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16625,0,5,6.010196456302906,1.753185999859852,475.3888350001034,0.0,27.741441221152915,0.0,5,6,7,7,9,11,15,18,240,430,480
,Aggregated,16625,0,5,6.010196456302906,1.753185999859852,475.3888350001034,0.0,27.741441221152915,0.0,5,6,7,7,9,11,15,18,240,430,480
