Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K75,6666,10,580.0,535.559251974799,85.26636600026904,1160.2086240000062,0.0,11.117390505556857,0.016677753533688656,580,630,650,670,700,730,760,790,1100,1200,1200
,Aggregated,6666,10,580.0,535.559251974799,85.26636600026904,1160.2086240000062,0.0,11.117390505556857,0.016677753533688656,580,630,650,670,700,730,760,790,1100,1200,1200
