Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K100,5023,367,850.0,828.0308961648319,115.71795299914811,1576.693463999618,0.0,8.386097456525444,0.6127210365408796,850,900,920,940,980,1000,1100,1100,1500,1600,1600
,Aggregated,5023,367,850.0,828.0308961648319,115.71795299914811,1576.693463999618,0.0,8.386097456525444,0.6127210365408796,850,900,920,940,980,1000,1100,1100,1500,1600,1600
