Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K75,5449,311,720.0,740.588954173425,373.7882920000857,1592.3890000000256,0.0,9.099420093525007,0.5193466047139433,720,770,810,830,930,1000,1100,1200,1400,1600,1600
,Aggregated,5449,311,720.0,740.588954173425,373.7882920000857,1592.3890000000256,0.0,9.099420093525007,0.5193466047139433,720,770,810,830,930,1000,1100,1200,1400,1600,1600
