Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K75,5318,410,740.0,768.2393163181483,411.79837600066094,2025.801905998378,0.0,8.8672857300216,0.6836380498888408,740,800,840,870,960,1100,1300,1400,1900,2000,2000
,Aggregated,5318,410,740.0,768.2393163181483,411.79837600066094,2025.801905998378,0.0,8.8672857300216,0.6836380498888408,740,800,840,870,960,1100,1300,1400,1900,2000,2000
