Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K50,8644,0,360.0,332.62073026492516,60.617822000494925,821.1847089987714,0.0,14.412760931569977,0.0,360,410,430,450,480,510,550,600,780,820,820
,Aggregated,8644,0,360.0,332.62073026492516,60.617822000494925,821.1847089987714,0.0,14.412760931569977,0.0,360,410,430,450,480,510,550,600,780,820,820
