Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16900,0,3,4.567745904440171,1.1430029999246472,793.562350000002,0.0,28.201216266974512,0.0,3,4,5,5,7,9,11,13,340,710,790
,Aggregated,16900,0,3,4.567745904440171,1.1430029999246472,793.562350000002,0.0,28.201216266974512,0.0,3,4,5,5,7,9,11,13,340,710,790
