Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16660,0,5,6.1481185142264,1.777824999862787,522.7311800003918,0.0,27.79606258354412,0.0,5,6,7,7,9,11,15,21,260,510,520
,Aggregated,16660,0,5,6.1481185142264,1.777824999862787,522.7311800003918,0.0,27.79606258354412,0.0,5,6,7,7,9,11,15,21,260,510,520
