Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K100,5183,170,810.0,788.946863467671,113.65608100095415,1802.9686240006413,0.0,8.646981237480853,0.28361698058494017,810,860,880,900,940,980,1000,1100,1700,1800,1800
,Aggregated,5183,170,810.0,788.946863467671,113.65608100095415,1802.9686240006413,0.0,8.646981237480853,0.28361698058494017,810,860,880,900,940,980,1000,1100,1700,1800,1800
