Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,13567,0,6,90.63825409832774,3.0841390000659885,410.5226029998903,0.0,22.636184679276884,0.0,6,130,200,220,260,280,300,310,360,410,410
,Aggregated,13567,0,6,90.63825409832774,3.0841390000659885,410.5226029998903,0.0,22.636184679276884,0.0,6,130,200,220,260,280,300,310,360,410,410
