Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K50,7743,4770,520.0,421.65907858402545,11.99964599982195,8398.861269999543,0.0,12.927154444703698,7.963648030638853,520,530,530,540,1000,1000,1000,1000,6700,8400,8400
,Aggregated,7743,4770,520.0,421.65907858402545,11.99964599982195,8398.861269999543,0.0,12.927154444703698,7.963648030638853,520,530,530,540,1000,1000,1000,1000,6700,8400,8400
