Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16805,0,5,5.577670482654247,3.3314880001853453,94.48185499968531,0.0,28.03972040205402,0.0,5,5,6,6,7,8,10,12,34,91,94
,Aggregated,16805,0,5,5.577670482654247,3.3314880001853453,94.48185499968531,0.0,28.03972040205402,0.0,5,5,6,6,7,8,10,12,34,91,94
