Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K25,19852,0,84,96.51829108850309,29.799736999848392,459.00212000015017,0.0,22.074038755042128,0.0,84,110,120,140,170,200,250,280,390,450,460
,Aggregated,19852,0,84,96.51829108850309,29.799736999848392,459.00212000015017,0.0,22.074038755042128,0.0,84,110,120,140,170,200,250,280,390,450,460
