Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16749,0,5,5.509906930560884,3.4795900000972324,58.44721999983449,0.0,27.950187962298813,0.0,5,5,6,6,7,8,9,12,34,55,58
,Aggregated,16749,0,5,5.509906930560884,3.4795900000972324,58.44721999983449,0.0,27.950187962298813,0.0,5,5,6,6,7,8,9,12,34,55,58
