Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K75,14191,0,58,67.74424929236949,22.231393999391003,976.3359789994865,0.0,23.679335796148315,0.0,58,70,78,84,100,120,150,210,910,970,980
,Aggregated,14191,0,58,67.74424929236949,22.231393999391003,976.3359789994865,0.0,23.679335796148315,0.0,58,70,78,84,100,120,150,210,910,970,980
