Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K50,8525,0,360.0,339.9416513575379,61.14737099960621,831.241398000202,0.0,14.232961092353136,0.0,360,410,440,450,490,530,600,650,760,830,830
,Aggregated,8525,0,360.0,339.9416513575379,61.14737099960621,831.241398000202,0.0,14.232961092353136,0.0,360,410,440,450,490,530,600,650,760,830,830
