Method,Name,Error,Occurrences
FANOUT,K50,Exception('timeout_or_slo_miss: completed=23/50 errors=27 elapsed_ms=1003.7'),1
FANOUT,K50,Exception('subread_error: completed=46/50 errors=4'),2
FANOUT,K50,Exception('subread_error: completed=34/50 errors=16'),471
FANOUT,K50,Exception('timeout_or_slo_miss: completed=26/50 errors=24 elapsed_ms=1002.0'),3
FANOUT,K50,Exception('timeout_or_slo_miss: completed=40/50 errors=0 elapsed_ms=1188.5'),1
FANOUT,K50,Exception('subread_error: completed=36/50 errors=14'),388
FANOUT,K50,Exception('timeout_or_slo_miss: completed=22/50 errors=28 elapsed_ms=1005.4'),1
FANOUT,K50,Exception('timeout_or_slo_miss: completed=28/50 errors=6 elapsed_ms=2030.6'),1
FANOUT,K50,Exception('timeout_or_slo_miss: completed=42/50 errors=7 elapsed_ms=1116.1'),1
FANOUT,K50,Exception('timeout_or_slo_miss: completed=29/50 errors=21 elapsed_ms=1002.2'),10
FANOUT,K50,Exception('timeout_or_slo_miss: completed=26/50 errors=24 elapsed_ms=1003.9'),1
FANOUT,K50,Exception('timeout_or_slo_miss: completed=25/50 errors=25 elapsed_ms=1002.2'),1
FANOUT,K50,Exception('timeout_or_slo_miss: completed=29/50 errors=21 elapsed_ms=1002.3'),14
FANOUT,K50,Exception('subread_error: completed=42/50 errors=8'),20
FANOUT,K50,Exception('subread_error: completed=39/50 errors=11'),122
FANOUT,K50,Exception('timeout_or_slo_miss: completed=25/50 errors=25 elapsed_ms=1002.3'),1
