Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K50,8629,4345,510.0,345.0390265985626,14.126871999906143,8961.57661199959,0.0,14.389222690974124,7.245471386288396,510,530,540,550,570,1000,1000,1000,6300,9000,9000
,Aggregated,8629,4345,510.0,345.0390265985626,14.126871999906143,8961.57661199959,0.0,14.389222690974124,7.245471386288396,510,530,540,550,570,1000,1000,1000,6300,9000,9000
