Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K25,13179,0,330.0,331.0623813048795,161.1792429999923,781.8731410000055,0.0,14.65513432214241,0.0,330,340,350,360,380,410,440,480,630,770,780
,Aggregated,13179,0,330.0,331.0623813048795,161.1792429999923,781.8731410000055,0.0,14.65513432214241,0.0,330,340,350,360,380,410,440,480,630,770,780
