Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
FANOUT,K1,16681,0,5,6.248883250044797,1.867759999640839,408.26900100000785,0.0,27.83033772179652,0.0,5,6,7,8,9,12,16,22,240,400,410
,Aggregated,16681,0,5,6.248883250044797,1.867759999640839,408.26900100000785,0.0,27.83033772179652,0.0,5,6,7,8,9,12,16,22,240,400,410
